ship_name,id,title,category,comment
532,617,Asbestos,General,Asbestos Has been dumbed outside unit block 8-10 fourth ave Blacktown it has been the for over 3 weeks and there are plenty of children around seems like it has had someone put caution tape around the area but it needs to been cleaned up not have caution tape as this part of the area is near a school and lots of kids
533,618,Rough road,General,"The stretch from Weston St to Hedlund st on The River road is a disgrace and has been for a long time,also on the opposite side just past the bridge near Montgomery ave is woeful also and again,it's been like this for a long time. Also Queen st,travelling towards Gordon Parker St is pretty bad too and has been that way for a long time"
534,619,Dangerous junction with insufficient line marking,General,"Because the junction is offset, drivers turning right onto Burns Rd often fail to give way to vehicles approaching from North Wahroonga who have an offset right of way."
535,62,Road rough,General,This road needs grading again - and not just dirt pushed up to the side of the road - if its done properly it wont have to be done again for awhile - or here's an answer _ TAR IT!!!!
536,621,Poor condition of road,General,"Oceano St Copacabana is a disgrace as it is poorly maintained, dangerously narrow making it a very dangerous local road. Council fills the potholes with hot mix after heavy rain which does not last. The road urgently need upgrading as it is one of the main local roads in Copacabana."
537,622,Bad road,General,Lots of potholes
538,623,Speeding/joins,General,This street is a haven for speeding and hoons - as evidenced by the number of burn out marks on the street. Please do something about it like round a bouts or other worthwhile traffic calming devices (chicanes and the like)
539,624,Lighting in park not working,General,"Numerous lights not working, both poles and those in the seating areas."
540,627,Damage to road,General,"There is a pot hole in the tar in my street which I would like to be filled in before myself or someone else damages their rims or someone trips and falls causing to hurt themselves, thank you ."
541,628,Camp rd Greta,General,"From hunter expressway overpass to Mansfield st greta, road is covered in patch work making road very ruff damaging vehicles rims and suspension.needs ripping up ,resurfacing and resealed."
542,63,Very slippery spill,General,Very slippery spill patch at entrance to Martin Place Station. No one around to report it to after I slipped on it!
543,630,Unclear Signage,General,"There was previously a sign stating it was prohibited to turn left after stopping when turning into Downie Street from Hannel street. Unsure if this sign was removed, moved or stolen. There is still a sign on that pole but it faces in a different direction."
544,636,Shrubs and dead trees needing removal,General,I have a number of dead shrubs on the other side of my fence which is next to a lane way. The kids in the neighborhood have been making this a spot to hang out and I'm worried they may end up setting these on fire. These bushes would burn very easily and are only meters from my house. My house is 36 Cartwright St. The lane way is next to me.
545,638,Street needs lighting,General,"Hi, I've been living in benfield pde for almost 4 years now and there has been time I've come late at night and can hardly see my street because it being too dark and not very visible. It's dangerous and very scary since our street is so dark we've had people just walk through our yard. My neighbours house just got home invaded and when he escaped her husband chased him but couldn't see where he went because the street is so dark. It's feels very unsafe when the sun starts to set. Is there anything you can do ? Please..."
